catalogCode,brand,name,variant,sizeValue,sizeUnit,categorySlug,unit,barcode,ivaRate,priceInputMode,priceTotal,synonyms,tags,imageKey,source
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-1KG-ADULTO,Pedigree,Alimento para perro,Adulto,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,pedigree 1kg|pedigree 1|alimento para perro adulto 1kg|alimento para perro adulto 1|pedigree alimento para perro adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-1.5KG-ADULTO,Pedigree,Alimento para perro,Adulto,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,pedigree 1.5kg|pedigree 1.5|alimento para perro adulto 1.5kg|alimento para perro adulto 1.5|pedigree alimento para perro adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-2KG-ADULTO,Pedigree,Alimento para perro,Adulto,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,pedigree 2kg|pedigree 2|alimento para perro adulto 2kg|alimento para perro adulto 2|pedigree alimento para perro adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-3KG-ADULTO,Pedigree,Alimento para perro,Adulto,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,pedigree 3kg|pedigree 3|alimento para perro adulto 3kg|alimento para perro adulto 3|pedigree alimento para perro adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-1KG-CACHORRO,Pedigree,Alimento para perro,Cachorro,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,pedigree 1kg|pedigree 1|alimento para perro cachorro 1kg|alimento para perro cachorro 1|pedigree alimento para perro cachorro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-1.5KG-CACHORRO,Pedigree,Alimento para perro,Cachorro,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,pedigree 1.5kg|pedigree 1.5|alimento para perro cachorro 1.5kg|alimento para perro cachorro 1.5|pedigree alimento para perro cachorro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-2KG-CACHORRO,Pedigree,Alimento para perro,Cachorro,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,pedigree 2kg|pedigree 2|alimento para perro cachorro 2kg|alimento para perro cachorro 2|pedigree alimento para perro cachorro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PEDIGREE-ALIMENTOPARAPERRO-3KG-CACHORRO,Pedigree,Alimento para perro,Cachorro,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,pedigree 3kg|pedigree 3|alimento para perro cachorro 3kg|alimento para perro cachorro 3|pedigree alimento para perro cachorro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-1KG-ADULTO,Whiskas,Alimento para gato,Adulto,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,whiskas 1kg|whiskas 1|alimento para gato adulto 1kg|alimento para gato adulto 1|whiskas alimento para gato adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-1.5KG-ADULTO,Whiskas,Alimento para gato,Adulto,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,whiskas 1.5kg|whiskas 1.5|alimento para gato adulto 1.5kg|alimento para gato adulto 1.5|whiskas alimento para gato adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-2KG-ADULTO,Whiskas,Alimento para gato,Adulto,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,whiskas 2kg|whiskas 2|alimento para gato adulto 2kg|alimento para gato adulto 2|whiskas alimento para gato adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-3KG-ADULTO,Whiskas,Alimento para gato,Adulto,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,whiskas 3kg|whiskas 3|alimento para gato adulto 3kg|alimento para gato adulto 3|whiskas alimento para gato adulto,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-1KG-KITTENS,Whiskas,Alimento para gato,Kittens,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,whiskas 1kg|whiskas 1|alimento para gato kittens 1kg|alimento para gato kittens 1|whiskas alimento para gato kittens,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-1.5KG-KITTENS,Whiskas,Alimento para gato,Kittens,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,whiskas 1.5kg|whiskas 1.5|alimento para gato kittens 1.5kg|alimento para gato kittens 1.5|whiskas alimento para gato kittens,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-2KG-KITTENS,Whiskas,Alimento para gato,Kittens,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,whiskas 2kg|whiskas 2|alimento para gato kittens 2kg|alimento para gato kittens 2|whiskas alimento para gato kittens,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-WHISKAS-ALIMENTOPARAGATO-3KG-KITTENS,Whiskas,Alimento para gato,Kittens,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,whiskas 3kg|whiskas 3|alimento para gato kittens 3kg|alimento para gato kittens 3|whiskas alimento para gato kittens,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-CATCHOW-ALIMENTOPARAGATO-1KG,Cat Chow,Alimento para gato,,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,cat chow 1kg|cat 1|alimento para gato 1kg|alimento para gato 1|cat alimento para gato,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-CATCHOW-ALIMENTOPARAGATO-1.5KG,Cat Chow,Alimento para gato,,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,cat chow 1.5kg|cat 1.5|alimento para gato 1.5kg|alimento para gato 1.5|cat alimento para gato,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-CATCHOW-ALIMENTOPARAGATO-2KG,Cat Chow,Alimento para gato,,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,cat chow 2kg|cat 2|alimento para gato 2kg|alimento para gato 2|cat alimento para gato,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-CATCHOW-ALIMENTOPARAGATO-3KG,Cat Chow,Alimento para gato,,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,cat chow 3kg|cat 3|alimento para gato 3kg|alimento para gato 3|cat alimento para gato,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-DOGCHOW-ALIMENTOPARAPERRO-1KG,Dog Chow,Alimento para perro,,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,dog chow 1kg|dog 1|alimento para perro 1kg|alimento para perro 1|dog alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-DOGCHOW-ALIMENTOPARAPERRO-1.5KG,Dog Chow,Alimento para perro,,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,dog chow 1.5kg|dog 1.5|alimento para perro 1.5kg|alimento para perro 1.5|dog alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-DOGCHOW-ALIMENTOPARAPERRO-2KG,Dog Chow,Alimento para perro,,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,dog chow 2kg|dog 2|alimento para perro 2kg|alimento para perro 2|dog alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-DOGCHOW-ALIMENTOPARAPERRO-3KG,Dog Chow,Alimento para perro,,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,dog chow 3kg|dog 3|alimento para perro 3kg|alimento para perro 3|dog alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PURINA-ALIMENTOPARAPERRO-1KG,Purina,Alimento para perro,,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,purina 1kg|purina 1|alimento para perro 1kg|alimento para perro 1|purina alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PURINA-ALIMENTOPARAPERRO-1.5KG,Purina,Alimento para perro,,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,purina 1.5kg|purina 1.5|alimento para perro 1.5kg|alimento para perro 1.5|purina alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PURINA-ALIMENTOPARAPERRO-2KG,Purina,Alimento para perro,,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,purina 2kg|purina 2|alimento para perro 2kg|alimento para perro 2|purina alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-PURINA-ALIMENTOPARAPERRO-3KG,Purina,Alimento para perro,,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,purina 3kg|purina 3|alimento para perro 3kg|alimento para perro 3|purina alimento para perro,pet|alimento,,CURATED_MX_V4_PLUS
MX-PET-ARENAPARAGATO-ARENA-1KG,Arena para gato,Arena,,1,KG,pet,KG,,0.16,INCLUDES_IVA,88.00,arena para gato 1kg|arena 1|arena 1kg|arena arena,pet|arena,,CURATED_MX_V4_PLUS
MX-PET-ARENAPARAGATO-ARENA-1.5KG,Arena para gato,Arena,,1.5,KG,pet,KG,,0.16,INCLUDES_IVA,112.00,arena para gato 1.5kg|arena 1.5|arena 1.5kg|arena arena,pet|arena,,CURATED_MX_V4_PLUS
MX-PET-ARENAPARAGATO-ARENA-2KG,Arena para gato,Arena,,2,KG,pet,KG,,0.16,INCLUDES_IVA,136.00,arena para gato 2kg|arena 2|arena 2kg|arena arena,pet|arena,,CURATED_MX_V4_PLUS
MX-PET-ARENAPARAGATO-ARENA-3KG,Arena para gato,Arena,,3,KG,pet,KG,,0.16,INCLUDES_IVA,184.00,arena para gato 3kg|arena 3|arena 3kg|arena arena,pet|arena,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-SERVILLETAS-1PIECE,Reynolds,Servilletas,,1,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 1piece|reynolds 1|servilletas 1piece|servilletas 1|reynolds servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-SERVILLETAS-10PIECE,Reynolds,Servilletas,,10,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 10piece|reynolds 10|servilletas 10piece|servilletas 10|reynolds servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-SERVILLETAS-20PIECE,Reynolds,Servilletas,,20,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 20piece|reynolds 20|servilletas 20piece|servilletas 20|reynolds servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-SERVILLETAS-50PIECE,Reynolds,Servilletas,,50,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 50piece|reynolds 50|servilletas 50piece|servilletas 50|reynolds servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-VASOSDESECHABLES-1PIECE,Reynolds,Vasos desechables,,1,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 1piece|reynolds 1|vasos desechables 1piece|vasos desechables 1|reynolds vasos desechables,disposable|vasos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-VASOSDESECHABLES-10PIECE,Reynolds,Vasos desechables,,10,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 10piece|reynolds 10|vasos desechables 10piece|vasos desechables 10|reynolds vasos desechables,disposable|vasos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-VASOSDESECHABLES-20PIECE,Reynolds,Vasos desechables,,20,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 20piece|reynolds 20|vasos desechables 20piece|vasos desechables 20|reynolds vasos desechables,disposable|vasos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-VASOSDESECHABLES-50PIECE,Reynolds,Vasos desechables,,50,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 50piece|reynolds 50|vasos desechables 50piece|vasos desechables 50|reynolds vasos desechables,disposable|vasos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PLATOSDESECHABLES-1PIECE,Reynolds,Platos desechables,,1,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 1piece|reynolds 1|platos desechables 1piece|platos desechables 1|reynolds platos desechables,disposable|platos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PLATOSDESECHABLES-10PIECE,Reynolds,Platos desechables,,10,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 10piece|reynolds 10|platos desechables 10piece|platos desechables 10|reynolds platos desechables,disposable|platos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PLATOSDESECHABLES-20PIECE,Reynolds,Platos desechables,,20,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 20piece|reynolds 20|platos desechables 20piece|platos desechables 20|reynolds platos desechables,disposable|platos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PLATOSDESECHABLES-50PIECE,Reynolds,Platos desechables,,50,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 50piece|reynolds 50|platos desechables 50piece|platos desechables 50|reynolds platos desechables,disposable|platos,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PAPELALUMINIO-1PIECE,Reynolds,Papel aluminio,,1,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 1piece|reynolds 1|papel aluminio 1piece|papel aluminio 1|reynolds papel aluminio,disposable|papel,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PAPELALUMINIO-10PIECE,Reynolds,Papel aluminio,,10,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 10piece|reynolds 10|papel aluminio 10piece|papel aluminio 10|reynolds papel aluminio,disposable|papel,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PAPELALUMINIO-20PIECE,Reynolds,Papel aluminio,,20,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 20piece|reynolds 20|papel aluminio 20piece|papel aluminio 20|reynolds papel aluminio,disposable|papel,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PAPELALUMINIO-50PIECE,Reynolds,Papel aluminio,,50,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 50piece|reynolds 50|papel aluminio 50piece|papel aluminio 50|reynolds papel aluminio,disposable|papel,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PELCULAADHERENTE-1PIECE,Reynolds,Película adherente,,1,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 1piece|reynolds 1|película adherente 1piece|película adherente 1|reynolds película adherente,disposable|pel-cula,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PELCULAADHERENTE-10PIECE,Reynolds,Película adherente,,10,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 10piece|reynolds 10|película adherente 10piece|película adherente 10|reynolds película adherente,disposable|pel-cula,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PELCULAADHERENTE-20PIECE,Reynolds,Película adherente,,20,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 20piece|reynolds 20|película adherente 20piece|película adherente 20|reynolds película adherente,disposable|pel-cula,,CURATED_MX_V4_PLUS
MX-DIS-REYNOLDS-PELCULAADHERENTE-50PIECE,Reynolds,Película adherente,,50,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,reynolds 50piece|reynolds 50|película adherente 50piece|película adherente 50|reynolds película adherente,disposable|pel-cula,,CURATED_MX_V4_PLUS
MX-DIS-KLEENEX-SERVILLETAS-1PIECE,Kleenex,Servilletas,,1,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,kleenex 1piece|kleenex 1|servilletas 1piece|servilletas 1|kleenex servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-KLEENEX-SERVILLETAS-10PIECE,Kleenex,Servilletas,,10,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,kleenex 10piece|kleenex 10|servilletas 10piece|servilletas 10|kleenex servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-KLEENEX-SERVILLETAS-20PIECE,Kleenex,Servilletas,,20,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,kleenex 20piece|kleenex 20|servilletas 20piece|servilletas 20|kleenex servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-KLEENEX-SERVILLETAS-50PIECE,Kleenex,Servilletas,,50,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,kleenex 50piece|kleenex 50|servilletas 50piece|servilletas 50|kleenex servilletas,disposable|servilletas,,CURATED_MX_V4_PLUS
MX-DIS-BOLSASPARABASURA-BOLSAS-1PIECE,Bolsas para basura,Bolsas,,1,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,bolsas para basura 1piece|bolsas 1|bolsas 1piece|bolsas bolsas,disposable|bolsas,,CURATED_MX_V4_PLUS
MX-DIS-BOLSASPARABASURA-BOLSAS-10PIECE,Bolsas para basura,Bolsas,,10,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,bolsas para basura 10piece|bolsas 10|bolsas 10piece|bolsas bolsas,disposable|bolsas,,CURATED_MX_V4_PLUS
MX-DIS-BOLSASPARABASURA-BOLSAS-20PIECE,Bolsas para basura,Bolsas,,20,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,bolsas para basura 20piece|bolsas 20|bolsas 20piece|bolsas bolsas,disposable|bolsas,,CURATED_MX_V4_PLUS
MX-DIS-BOLSASPARABASURA-BOLSAS-50PIECE,Bolsas para basura,Bolsas,,50,PIECE,disposable,PIECE,,0.16,INCLUDES_IVA,15.00,bolsas para basura 50piece|bolsas 50|bolsas 50piece|bolsas bolsas,disposable|bolsas,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-1PIECE-AZUL,BIC,Pluma,Azul,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 1piece|bic 1|pluma azul 1piece|pluma azul 1|bic pluma azul,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-5PIECE-AZUL,BIC,Pluma,Azul,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 5piece|bic 5|pluma azul 5piece|pluma azul 5|bic pluma azul,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-10PIECE-AZUL,BIC,Pluma,Azul,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 10piece|bic 10|pluma azul 10piece|pluma azul 10|bic pluma azul,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-1PIECE-NEGRA,BIC,Pluma,Negra,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 1piece|bic 1|pluma negra 1piece|pluma negra 1|bic pluma negra,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-5PIECE-NEGRA,BIC,Pluma,Negra,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 5piece|bic 5|pluma negra 5piece|pluma negra 5|bic pluma negra,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-10PIECE-NEGRA,BIC,Pluma,Negra,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 10piece|bic 10|pluma negra 10piece|pluma negra 10|bic pluma negra,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-1PIECE-ROJA,BIC,Pluma,Roja,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 1piece|bic 1|pluma roja 1piece|pluma roja 1|bic pluma roja,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-5PIECE-ROJA,BIC,Pluma,Roja,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 5piece|bic 5|pluma roja 5piece|pluma roja 5|bic pluma roja,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-PLUMA-10PIECE-ROJA,BIC,Pluma,Roja,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 10piece|bic 10|pluma roja 10piece|pluma roja 10|bic pluma roja,stationery|pluma,,CURATED_MX_V4_PLUS
MX-STA-BIC-MARCADOR-1PIECE,BIC,Marcador,,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 1piece|bic 1|marcador 1piece|marcador 1|bic marcador,stationery|marcador,,CURATED_MX_V4_PLUS
MX-STA-BIC-MARCADOR-5PIECE,BIC,Marcador,,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 5piece|bic 5|marcador 5piece|marcador 5|bic marcador,stationery|marcador,,CURATED_MX_V4_PLUS
MX-STA-BIC-MARCADOR-10PIECE,BIC,Marcador,,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,bic 10piece|bic 10|marcador 10piece|marcador 10|bic marcador,stationery|marcador,,CURATED_MX_V4_PLUS
MX-STA-SCRIBE-CUADERNO-1PIECE-PROFESIONAL,Scribe,Cuaderno,Profesional,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,scribe 1piece|scribe 1|cuaderno profesional 1piece|cuaderno profesional 1|scribe cuaderno profesional,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-SCRIBE-CUADERNO-5PIECE-PROFESIONAL,Scribe,Cuaderno,Profesional,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,scribe 5piece|scribe 5|cuaderno profesional 5piece|cuaderno profesional 5|scribe cuaderno profesional,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-SCRIBE-CUADERNO-10PIECE-PROFESIONAL,Scribe,Cuaderno,Profesional,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,scribe 10piece|scribe 10|cuaderno profesional 10piece|cuaderno profesional 10|scribe cuaderno profesional,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-SCRIBE-CUADERNO-1PIECE,Scribe,Cuaderno,,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,scribe 1piece|scribe 1|cuaderno 1piece|cuaderno 1|scribe cuaderno,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-SCRIBE-CUADERNO-5PIECE,Scribe,Cuaderno,,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,scribe 5piece|scribe 5|cuaderno 5piece|cuaderno 5|scribe cuaderno,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-SCRIBE-CUADERNO-10PIECE,Scribe,Cuaderno,,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,scribe 10piece|scribe 10|cuaderno 10piece|cuaderno 10|scribe cuaderno,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-NORMA-CUADERNO-1PIECE,Norma,Cuaderno,,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,norma 1piece|norma 1|cuaderno 1piece|cuaderno 1|norma cuaderno,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-NORMA-CUADERNO-5PIECE,Norma,Cuaderno,,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,norma 5piece|norma 5|cuaderno 5piece|cuaderno 5|norma cuaderno,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-NORMA-CUADERNO-10PIECE,Norma,Cuaderno,,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,norma 10piece|norma 10|cuaderno 10piece|cuaderno 10|norma cuaderno,stationery|cuaderno,,CURATED_MX_V4_PLUS
MX-STA-LPIZ-LPIZ-1PIECE,Lápiz,Lápiz,,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,lápiz 1piece|lápiz 1|lápiz lápiz,stationery|l-piz,,CURATED_MX_V4_PLUS
MX-STA-LPIZ-LPIZ-5PIECE,Lápiz,Lápiz,,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,lápiz 5piece|lápiz 5|lápiz lápiz,stationery|l-piz,,CURATED_MX_V4_PLUS
MX-STA-LPIZ-LPIZ-10PIECE,Lápiz,Lápiz,,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,lápiz 10piece|lápiz 10|lápiz lápiz,stationery|l-piz,,CURATED_MX_V4_PLUS
MX-STA-LPIZ-LPIZ-1PIECE-HB,Lápiz,Lápiz,HB,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,lápiz 1piece|lápiz 1|lápiz hb 1piece|lápiz hb 1|lápiz lápiz hb,stationery|l-piz,,CURATED_MX_V4_PLUS
MX-STA-LPIZ-LPIZ-5PIECE-HB,Lápiz,Lápiz,HB,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,lápiz 5piece|lápiz 5|lápiz hb 5piece|lápiz hb 5|lápiz lápiz hb,stationery|l-piz,,CURATED_MX_V4_PLUS
MX-STA-LPIZ-LPIZ-10PIECE-HB,Lápiz,Lápiz,HB,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,lápiz 10piece|lápiz 10|lápiz hb 10piece|lápiz hb 10|lápiz lápiz hb,stationery|l-piz,,CURATED_MX_V4_PLUS
MX-STA-CRAYOLA-COLORES-1PIECE,Crayola,Colores,,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,crayola 1piece|crayola 1|colores 1piece|colores 1|crayola colores,stationery|colores,,CURATED_MX_V4_PLUS
MX-STA-CRAYOLA-COLORES-5PIECE,Crayola,Colores,,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,crayola 5piece|crayola 5|colores 5piece|colores 5|crayola colores,stationery|colores,,CURATED_MX_V4_PLUS
MX-STA-CRAYOLA-COLORES-10PIECE,Crayola,Colores,,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,crayola 10piece|crayola 10|colores 10piece|colores 10|crayola colores,stationery|colores,,CURATED_MX_V4_PLUS
MX-STA-CRAYOLA-MARCADORES-1PIECE,Crayola,Marcadores,,1,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,crayola 1piece|crayola 1|marcadores 1piece|marcadores 1|crayola marcadores,stationery|marcadores,,CURATED_MX_V4_PLUS
MX-STA-CRAYOLA-MARCADORES-5PIECE,Crayola,Marcadores,,5,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,crayola 5piece|crayola 5|marcadores 5piece|marcadores 5|crayola marcadores,stationery|marcadores,,CURATED_MX_V4_PLUS
MX-STA-CRAYOLA-MARCADORES-10PIECE,Crayola,Marcadores,,10,PIECE,stationery,PIECE,,0.16,INCLUDES_IVA,15.00,crayola 10piece|crayola 10|marcadores 10piece|marcadores 10|crayola marcadores,stationery|marcadores,,CURATED_MX_V4_PLUS
MX-GRO-GEN-ARROZ-500G,,Arroz,,500,G,grocery,PIECE,,0.16,INCLUDES_IVA,51.30,500g|500|arroz 500g|arroz 500|arroz,grocery|arroz,,CURATED_MX_V4_PLUS
